1420623608,0.001,-0.054031,-0.001,0.054031,
355188542,0.001,-0.054031,-0.001,0.054031,
1170927503,0.001,-0.054031,-0.001,0.054031,
1370684387,0.001,-0.054031,-0.001,0.054031,
1369698290,0.001,-0.054031,-0.001,0.054031,
1424554940,0.001,-0.054031,-0.001,0.054031,
356444715,-0.054031,0.001,0.054031,-0.001,
1167047370,-0.054031,0.001,0.054031,-0.001,
1373875890,-0.054031,0.001,0.054031,-0.001,
1374861987,-0.054031,0.001,0.054031,-0.001,
1421651688,-0.054031,0.001,0.054031,-0.001,
1104565911,0.001,0.10893,-0.001,-0.10893,
1100437206,0.001,0.10893,-0.001,-0.10893,
90070363,0.10893,0.001,-0.10893,-0.001,
1104566167,0.10893,0.001,-0.10893,-0.001,
1353507583,0.001,-0.583348,-0.001,0.583348,
338409727,0.001,-0.583348,-0.001,0.583348,
97136383,0.001,-0.583348,-0.001,0.583348,
1102220287,0.001,-0.583348,-0.001,0.583348,
1352917759,0.001,-0.583348,-0.001,0.583348,
87699199,0.001,-0.583348,-0.001,0.583348,
1358476202,-0.583348,0.001,0.583348,-0.001,
339668138,-0.583348,0.001,0.583348,-0.001,
93273002,-0.583348,0.001,0.583348,-0.001,
1105448618,-0.583348,0.001,0.583348,-0.001,
1103875754,-0.583348,0.001,0.583348,-0.001,
1358082986,-0.583348,0.001,0.583348,-0.001,
347925674,-0.583348,0.001,0.583348,-0.001,
339474990,0.001,0.0249556,-0.001,-0.0249556,
97435275,0.001,0.0249556,-0.001,-0.0249556,
1102295010,0.001,0.0249556,-0.001,-0.0249556,
1353972450,0.001,0.0249556,-0.001,-0.0249556,
351059640,0.001,0.0249556,-0.001,-0.0249556,
1354284780,0.0249556,0.001,-0.0249556,-0.001,
1357033395,0.0249556,0.001,-0.0249556,-0.001,
347663340,0.0249556,0.001,-0.0249556,-0.001,
339476014,0.001,0.404494,-0.001,-0.404494,
1104080779,0.001,0.404494,-0.001,-0.404494,
351076024,0.001,0.404494,-0.001,-0.404494,
87801646,0.001,0.404494,-0.001,-0.404494,
1105377971,0.404494,0.001,-0.404494,-0.001,
1354562280,0.001,-0.0521052,-0.001,0.0521052,
338673210,0.001,-0.0521052,-0.001,0.0521052,
1106439075,0.001,-0.0521052,-0.001,0.0521052,
1357114290,0.001,-0.0521052,-0.001,0.0521052,
1357426620,-0.0521052,0.001,0.0521052,-0.001,
339405615,-0.0521052,0.001,0.0521052,-0.001,
1101250290,-0.0521052,0.001,0.0521052,-0.001,
1353891555,-0.0521052,0.001,0.0521052,-0.001,
86764350,-0.0521052,0.001,0.0521052,-0.001,
1352983283,0.001,0.231966,-0.001,-0.231966,
338278652,0.001,0.231966,-0.001,-0.231966,
88747583,0.001,0.231966,-0.001,-0.231966,
1100123087,0.001,0.231966,-0.001,-0.231966,
1099336691,0.001,0.231966,-0.001,-0.231966,
85601999,0.001,0.231966,-0.001,-0.231966,
339602600,0.231966,0.001,-0.231966,-0.001,
1104400010,0.231966,0.001,-0.231966,-0.001,
1103613602,0.231966,0.001,-0.231966,-0.001,
1358017448,0.231966,0.001,-0.231966,-0.001,
85932938,0.231966,0.001,-0.231966,-0.001,
88829262,0.001,0.29206,-0.001,-0.29206,
1356981681,0.001,0.29206,-0.001,-0.29206,
1100177106,0.29206,0.001,-0.29206,-0.001,
1353823713,0.29206,0.001,-0.29206,-0.001,
85678878,0.29206,0.001,-0.29206,-0.001,
338213887,0.001,-0.187207,-0.001,0.187207,
84602623,0.001,-0.187207,-0.001,0.187207,
1103359658,-0.187207,0.001,0.187207,-0.001,
339537578,-0.187207,0.001,0.187207,-0.001,
84917162,-0.187207,0.001,0.187207,-0.001,
