1426124475,0.001,0.001,-0.001,-0.001,
1426124526,0.001,0.001,-0.001,-0.001,
1426111482,-0.121257,0.458805,0.121257,-0.458805,
1426124478,-0.121257,0.458805,0.121257,-0.458805,
1426124527,0.622012,-2.23716,-0.622012,2.23716,
1426111483,0.622012,-2.23716,-0.622012,2.23716,
1426111466,-2.23716,0.622012,2.23716,-0.622012,
1426124459,-2.23716,0.622012,2.23716,-0.622012,
1426124522,-2.23716,0.622012,2.23716,-0.622012,
1426111418,-2.23716,0.622012,2.23716,-0.622012,
1426124462,-2.23716,0.622012,2.23716,-0.622012,
1426124543,0.877489,0,-0.877489,0,
1426124458,0,0.877489,0,-0.877489,
1426111402,0,0.877489,0,-0.877489,
1426123710,0.662213,0.662213,-0.662213,-0.662213,
1426112187,0.001,0.200746,-0.001,-0.200746,
1426108398,0.001,0.200746,-0.001,-0.200746,
1426127599,0.411546,-1.48843,-0.411546,1.48843,
1426123694,-1.48843,0.411546,1.48843,-0.411546,
1426112175,1.49429,1.49429,-1.49429,-1.49429,
1426108395,1.49429,1.49429,-1.49429,-1.49429,
1426112190,1.49429,1.49429,-1.49429,-1.49429,
1426108335,1.49429,1.49429,-1.49429,-1.49429,
1426123706,-1.21017,0.91468,1.21017,-0.91468,
1426112171,-1.21017,0.91468,1.21017,-0.91468,
1426112191,0.476624,0.294256,-0.476624,-0.294256,
1426108399,0.476624,0.294256,-0.476624,-0.294256,
1426127614,0.476624,0.294256,-0.476624,-0.294256,
1426112174,0.294256,0.476624,-0.294256,-0.476624,
1426127615,1.06109,0,-1.06109,0,
1426123690,0,1.06109,0,-1.06109,
1426127530,0,1.06109,0,-1.06109,
1426112170,0,1.06109,0,-1.06109,
1426124714,0,-0.0103054,0,0.0103054,
1426128554,0,-0.0103054,0,0.0103054,
1426128558,1.10662,0.899854,-1.10662,-0.899854,
1426127802,1.10662,0.899854,-1.10662,-0.899854,
1426108143,0.899854,1.10662,-0.899854,-1.10662,
1426107375,0.899854,1.10662,-0.899854,-1.10662,
1426128574,0.902084,-0.270094,-0.902084,0.270094,
1426107371,-0.270094,0.902084,0.270094,-0.902084,
1426128555,0.812746,0.100795,-0.812746,-0.100795,
1426124730,0.812746,0.100795,-0.812746,-0.100795,
1426123455,0.100795,0.812746,-0.100795,-0.812746,
1426127791,0.504314,0.0835403,-0.504314,-0.0835403,
1426111211,0.0835403,0.504314,-0.0835403,-0.504314,
1426107326,0.0835403,0.504314,-0.0835403,-0.504314,
1426128571,0.0159014,0.0317267,-0.0159014,-0.0317267,
1426124731,0.0159014,0.0317267,-0.0159014,-0.0317267,
1426124782,0.0159014,0.0317267,-0.0159014,-0.0317267,
1426127803,0.0159014,0.0317267,-0.0159014,-0.0317267,
1426107374,0.0317267,0.0159014,-0.0317267,-0.0159014,
1426123451,0.0317267,0.0159014,-0.0317267,-0.0159014,
1426108091,0.0317267,0.0159014,-0.0317267,-0.0159014,
1426108142,0.0317267,0.0159014,-0.0317267,-0.0159014,
1426128559,0.0998863,1.47032,-0.0998863,-1.47032,
1426112491,0.0998863,1.47032,-0.0998863,-1.47032,
1426127806,0.0998863,1.47032,-0.0998863,-1.47032,
1426124719,0.0998863,1.47032,-0.0998863,-1.47032,
1426123454,1.47032,0.0998863,-1.47032,-0.0998863,
1426111151,1.47032,0.0998863,-1.47032,-0.0998863,
1426108139,1.47032,0.0998863,-1.47032,-0.0998863,
1426111226,1.47032,0.0998863,-1.47032,-0.0998863,
1426108094,1.47032,0.0998863,-1.47032,-0.0998863,
1426128623,0.988397,-2.45856,-0.988397,2.45856,
1426112507,0.988397,-2.45856,-0.988397,2.45856,
1426124798,0.988397,-2.45856,-0.988397,2.45856,
1426127807,0.988397,-2.45856,-0.988397,2.45856,
1426124735,0.988397,-2.45856,-0.988397,2.45856,
1426127855,0.988397,-2.45856,-0.988397,2.45856,
1426107322,-2.45856,0.988397,2.45856,-0.988397,
1426123438,-2.45856,0.988397,2.45856,-0.988397,
1426108138,-2.45856,0.988397,2.45856,-0.988397,
1426107310,-2.45856,0.988397,2.45856,-0.988397,
1426128575,1.17674,-1.3825,-1.17674,1.3825,
1426127870,1.17674,-1.3825,-1.17674,1.3825,
1426124783,1.17674,-1.3825,-1.17674,1.3825,
1426107370,-1.3825,1.17674,1.3825,-1.17674,
1426123450,-1.3825,1.17674,1.3825,-1.17674,
1426108075,-1.3825,1.17674,1.3825,-1.17674,
1426123498,-1.3825,1.17674,1.3825,-1.17674,
1426108078,-1.3825,1.17674,1.3825,-1.17674,
1426124799,1.35259,0,-1.35259,0,
1426128639,1.35259,0,-1.35259,0,
1426123434,0,1.35259,0,-1.35259,
1426111146,0,1.35259,0,-1.35259,
1426108074,0,1.35259,0,-1.35259,
1426107131,0.708553,2.18658,-0.708553,-2.18658,
1426107134,0.708553,2.18658,-0.708553,-2.18658,
1426128878,0.001,0.324912,-0.001,-0.324912,
1426107118,0.324912,0.001,-0.324912,-0.001,
1426107067,0.324912,0.001,-0.324912,-0.001,
1426128815,0.905725,1.30489,-0.905725,-1.30489,
1426107115,1.30489,0.905725,-1.30489,-0.905725,
1426107070,1.30489,0.905725,-1.30489,-0.905725,
1426128831,1.10228,-1.48082,-1.10228,1.48082,
1426128879,1.10228,-1.48082,-1.10228,1.48082,
1426107066,-1.48082,1.10228,1.48082,-1.10228,
1426107054,-1.48082,1.10228,1.48082,-1.10228,
1426107051,-1.48082,1.10228,1.48082,-1.10228,
1426128895,1.69561,0,-1.69561,0,
1426107050,0,1.69561,0,-1.69561,
1157672959,1.71063,1.44065,-1.71063,-1.44065,
1359014911,1.71063,1.44065,-1.71063,-1.44065,
352381870,0.90287,0.001,-0.90287,-0.001,
1157672958,0.001,0.90287,-0.001,-0.90287,
1157692078,-2.23154,0.0861707,2.23154,-0.0861707,
1359003307,-2.23154,0.0861707,2.23154,-0.0861707,
1409331178,-2.23154,0.0861707,2.23154,-0.0861707,
1157672895,0.0861707,-2.23154,-0.0861707,2.23154,
1157672955,0.0861707,-2.23154,-0.0861707,2.23154,
352370415,0.0861707,-2.23154,-0.0861707,2.23154,
1157692142,0.00837909,0.161796,-0.00837909,-0.161796,
352381871,0.264952,0.789507,-0.264952,-0.789507,
1157692139,0.264952,0.789507,-0.264952,-0.789507,
1157692079,0.264952,0.789507,-0.264952,-0.789507,
1359003371,0.264952,0.789507,-0.264952,-0.789507,
1157672894,0.789507,0.264952,-0.789507,-0.264952,
1157692143,-0.0560732,0,0.0560732,0,
1359003387,-0.0560732,0,0.0560732,0,
1409331198,-0.0560732,0,0.0560732,0,
1359014830,0,-0.0560732,0,0.0560732,
1409350315,0,-0.0560732,0,0.0560732,
1157672943,0.614327,0,-0.614327,0,
1157692091,-2.52325,-0.0854194,2.52325,0.0854194,
1157672942,-0.0854194,-2.52325,0.0854194,2.52325,
1359014843,-0.0854194,-2.52325,0.0854194,2.52325,
1359003298,-2.46635,0.196841,2.46635,-0.196841,
352381738,-2.46635,0.196841,2.46635,-0.196841,
352370239,0.196841,-2.46635,-0.196841,2.46635,
1157692043,2.5728,0.528275,-2.5728,-0.528275,
1359003362,2.5728,0.528275,-2.5728,-0.528275,
352381742,2.5728,0.528275,-2.5728,-0.528275,
